rank,name_russian,name_english,name_original,film_url,country,production_year,soviet_release_year,viewers_total,avg_ticket_price_rub,box_office_rubles
19,Девять дней одного года,,,https://www.kino-teatr.ru/kino/movie/sov/38/annot/,,1961,1962,23900000,0.32,7648000.00
20,Грешница,,,https://www.kino-teatr.ru/kino/movie/sov/1525/annot/,,1962,1962,23800000,0.32,7616000.00
21,Молодо-зелено,,,https://www.kino-teatr.ru/kino/movie/sov/3971/annot/,,1962,1962,23600000,0.32,7552000.00
22,Мой младший брат,,,https://www.kino-teatr.ru/kino/movie/sov/3960/annot/,,1962,1962,23000000,0.32,7360000.00
23,Зумрад,,,https://www.kino-teatr.ru/kino/movie/sov/2574/annot/,,1961,1962,22900000,0.32,7328000.00
24,Любовь в сентябре,,,https://www.kino-teatr.ru/kino/movie/euro/82640/annot/,ГДР,1960,1962,22800000,0.32,7296000.00
25,"День, когда исполняется 30 лет",,,https://www.kino-teatr.ru/kino/movie/sov/1762/annot/,,1961,1962,22800000,0.32,7296000.00
26,А если это любовь?,,,https://www.kino-teatr.ru/kino/movie/sov/87/annot/,,1961,1962,22600000,0.32,7232000.00
27,Наш общий друг,,,https://www.kino-teatr.ru/kino/movie/sov/4285/annot/,,1961,1962,22400000,0.32,7168000.00
28,Дикая собака Динго,,,https://www.kino-teatr.ru/kino/movie/sov/1836/annot/,,1962,1962,21800000,0.32,6976000.00
29,Любовь и второй пилот,,,https://www.kino-teatr.ru/kino/movie/euro/82639/annot/,ГДР,1960,1962,21000000,0.32,6720000.00
30,Когда деревья были большими,,,https://www.kino-teatr.ru/kino/movie/sov/3039/annot/,,1961,1962,21000000,0.32,6720000.00
31,Планета бурь,,,https://www.kino-teatr.ru/kino/movie/sov/5148/annot/,,1961,1962,20000000,0.32,6400000.00
32,Приключения Кроша,,,https://www.kino-teatr.ru/kino/movie/sov/5651/annot/,,1961,1962,19200000,0.32,6144000.00
33,Високосный год,,,https://www.kino-teatr.ru/kino/movie/sov/968/annot/,,1961,1962,18100000,0.32,5792000.00
34,Шаги в ночи,,,https://www.kino-teatr.ru/kino/movie/sov/9401/annot/,,1962,1962,17100000,0.32,5472000.00
35,Иваново детство,,,https://www.kino-teatr.ru/kino/movie/sov/2624/annot/,,1962,1962,16700000,0.32,5344000.00
36,Путь к причалу,,,https://www.kino-teatr.ru/kino/movie/sov/5863/annot/,,1962,1962,16440000,0.32,5260800.00
37,Дни любви,,,https://www.kino-teatr.ru/kino/movie/euro/51137/annot/,Италия,1953,1962,16300000,0.32,5216000.00
38,Суд,,,https://www.kino-teatr.ru/kino/movie/sov/6866/annot/,,1962,1962,16100000,0.32,5152000.00
39,Вечера на хуторе близ Диканьки,,,https://www.kino-teatr.ru/kino/movie/sov/922/annot/,,1961,1962,15000000,0.32,4800000.00
40,Кольца славы,,,https://www.kino-teatr.ru/kino/movie/sov/11793/annot/,,1962,1962,14700000,0.32,4704000.00
41,Ледоход,,,https://www.kino-teatr.ru/kino/movie/sov/15055/annot/,,1962,1962,13000000,0.32,4160000.00
42,"Девчонка, с которой я дружил",,,https://www.kino-teatr.ru/kino/movie/sov/1700/annot/,,1961,1962,12700000,0.32,4064000.00
43,Жизнь сначала,,,https://www.kino-teatr.ru/kino/movie/sov/2261/annot/,,1961,1962,12400000,0.32,3968000.00
44,Парни одной деревни,,,https://www.kino-teatr.ru/kino/movie/sov/83871/annot/,,1961,1962,12300000,0.32,3936000.00
45,Где-то есть сын,,,https://www.kino-teatr.ru/kino/movie/sov/8363/annot/,,1962,1962,11900000,0.32,3808000.00
46,Человек идёт за солнцем,,,https://www.kino-teatr.ru/kino/movie/sov/7770/annot/,,1961,1962,8700000,0.32,2784000.00
47,Суд сумасшедших,,,https://www.kino-teatr.ru/kino/movie/sov/6868/annot/,,1961,1962,8600000,0.32,2752000.00
48,День без вечера,,,https://www.kino-teatr.ru/kino/movie/sov/8500/annot/,,1962,1962,7800000,0.32,2496000.00
49,Павлуха,,,https://www.kino-teatr.ru/kino/movie/sov/4953/annot/,,1962,1962,7100000,0.32,2272000.00
50,Затмение,,,https://www.kino-teatr.ru/kino/movie/euro/27096/annot/,Италия,1961,1962,6600000,0.32,2112000.00
51,Чудак-человек,,,https://www.kino-teatr.ru/kino/movie/sov/7923/annot/,,1962,1962,6200000,0.32,1984000.00
52,"Маленькие истории о детях, которые...",,,https://www.kino-teatr.ru/kino/movie/sov/16441/annot/,,1961,1962,5600000,0.32,1792000.00
53,В мире танца,,,https://www.kino-teatr.ru/kino/movie/sov/15333/annot/,,1961,1962,5400000,0.32,1728000.00
54,Если бы каждый из нас...,,,https://www.kino-teatr.ru/kino/movie/sov/13590/annot/,,1961,1962,5000000,0.32,1600000.00
55,Монета,,,https://www.kino-teatr.ru/kino/movie/sov/8884/annot/,,1962,1962,4500000,0.32,1440000.00
56,Дети Памира,,,https://www.kino-teatr.ru/kino/movie/sov/1796/annot/,,1962,1962,4100000,0.32,1312000.00
57,Одержимые,,,https://www.kino-teatr.ru/kino/movie/sov/15208/annot/,,1962,1962,2700000,0.32,864000.00
58,Двенадцать спутников,,,https://www.kino-teatr.ru/kino/movie/sov/1662/annot/,,1961,1962,2200000,0.32,704000.00
59,Баня,,,https://www.kino-teatr.ru/kino/movie/sov/12188/annot/,,1962,1962,1400000,0.32,448000.00
1,Оптимистическая трагедия,,,https://www.kino-teatr.ru/kino/movie/sov/4783/annot/,,1963,1963,46000000,0.33,15180000.00
2,Три мушкетёра. Подвески королевы,,,https://www.kino-teatr.ru/kino/movie/euro/35452/annot/,Италия,1961,1963,36900000,0.33,12177000.00
3,Любовь в Симле,,,https://www.kino-teatr.ru/kino/movie/asia/50492/annot/,Индия,1960,1963,35000000,0.33,11550000.00
4,Три плюс два,,,https://www.kino-teatr.ru/kino/movie/sov/7266/annot/,,1963,1963,35000000,0.33,11550000.00
5,Королева бензоколонки,,,https://www.kino-teatr.ru/kino/movie/sov/3175/annot/,,1962,1963,34300000,0.33,11319000.00
6,Клеопатра,,,https://www.kino-teatr.ru/kino/movie/hollywood/25788/annot/,США,1963,1963,32900000,0.33,10857000.00
7,Под чёрной маской,,,https://www.kino-teatr.ru/kino/movie/euro/19767/annot/,Венгрия,1959,1963,32500000,0.33,10725000.00
8,Третий тайм,,,https://www.kino-teatr.ru/kino/movie/sov/7233/annot/,,1962,1963,32000000,0.33,10560000.00
9,Крепостная актриса,,,https://www.kino-teatr.ru/kino/movie/sov/3275/annot/,,1963,1963,31800000,0.33,10494000.00
10,Черёмушки,,,https://www.kino-teatr.ru/kino/movie/sov/7815/annot/,,1962,1963,28800000,0.33,9504000.00
11,"Ехали мы, ехали...",,,https://www.kino-teatr.ru/kino/movie/sov/2138/annot/,,1962,1963,27100000,0.33,8943000.00
12,Смерть Тарзана,,,https://www.kino-teatr.ru/kino/movie/euro/90410/annot/,Чехословакия,1962,1963,26900000,0.33,8877000.00
13,Штрафной удар,,,https://www.kino-teatr.ru/kino/movie/sov/8034/annot/,,1963,1963,25600000,0.33,8448000.00
14,Серебряный тренер,,,https://www.kino-teatr.ru/kino/movie/sov/6407/annot/,,1963,1963,24800000,0.33,8184000.00
15,Трое суток после бессмертия,,,https://www.kino-teatr.ru/kino/movie/sov/7299/annot/,,1963,1963,24700000,0.33,8151000.00
16,Всё остаётся людям,,,https://www.kino-teatr.ru/kino/movie/sov/1227/annot/,,1963,1963,23700000,0.33,7821000.00
17,Золотой зуб,,,https://www.kino-teatr.ru/kino/movie/euro/98235/annot/,Болгария,1962,1963,23600000,0.33,7788000.00
18,Деловые люди,,,https://www.kino-teatr.ru/kino/movie/sov/1730/annot/,,1962,1963,23100000,0.33,7623000.00
19,Порожний рейс,,,https://www.kino-teatr.ru/kino/movie/sov/5411/annot/,,1962,1963,23000000,0.33,7590000.00
20,Хуана Гальо,,,https://www.kino-teatr.ru/kino/movie/latin/45058/annot/,Мексика,1960,1963,22700000,0.33,7491000.00
21,Это случилось в милиции,,,https://www.kino-teatr.ru/kino/movie/sov/8117/annot/,,1963,1963,22600000,0.33,7458000.00
22,Большая дорога,,,https://www.kino-teatr.ru/kino/movie/euro/8685/annot/,СССР,1962,1963,22100000,0.33,7293000.00
23,Самый медленный поезд,,,https://www.kino-teatr.ru/kino/movie/sov/6197/annot/,,1963,1963,21900000,0.33,7227000.00
24,Каин XVIII,,,https://www.kino-teatr.ru/kino/movie/sov/2844/annot/,,1963,1963,21700000,0.33,7161000.00
25,Куклы смеются,,,https://www.kino-teatr.ru/kino/movie/sov/12687/annot/,,1963,1963,21100000,0.33,6963000.00
26,В мёртвой петле,,,https://www.kino-teatr.ru/kino/movie/sov/735/annot/,,1962,1963,21100000,0.33,6963000.00
27,"Знакомьтесь, Балуев!",,,https://www.kino-teatr.ru/kino/movie/sov/2518/annot/,,1963,1963,20600000,0.33,6798000.00
28,После свадьбы,,,https://www.kino-teatr.ru/kino/movie/sov/5430/annot/,,1962,1963,20600000,0.33,6798000.00
29,Ход конём,,,https://www.kino-teatr.ru/kino/movie/sov/7621/annot/,,1962,1963,20400000,0.33,6732000.00
30,Саша,,,https://www.kino-teatr.ru/kino/movie/euro/91156/annot/,Югославия,1962,1963,20300000,0.33,6699000.00
31,Дождливое воскресенье,,,https://www.kino-teatr.ru/kino/movie/euro/18187/annot/,Венгрия,1962,1963,20000000,0.33,6600000.00
32,Наследство казначея Стамбула,,,https://www.kino-teatr.ru/kino/movie/euro/26265/annot/,Венгрия,1962,1963,19900000,0.33,6567000.00
33,Азбука страха,,,https://www.kino-teatr.ru/kino/movie/euro/98458/annot/,Югославия,1961,1963,19400000,0.33,6402000.00
34,Два господина N,,,https://www.kino-teatr.ru/kino/movie/euro/56126/annot/,Польша,1961,1963,19400000,0.33,6402000.00
35,Яблоко раздора,,,https://www.kino-teatr.ru/kino/movie/sov/8211/annot/,,1962,1963,19300000,0.33,6369000.00
36,Грешный ангел,,,https://www.kino-teatr.ru/kino/movie/sov/1528/annot/,,1962,1963,19200000,0.33,6336000.00
37,Гангстеры и филантропы,,,https://www.kino-teatr.ru/kino/movie/euro/20846/annot/,Польша,1962,1963,19100000,0.33,6303000.00
38,Пятеро из Ферганы,,,https://www.kino-teatr.ru/kino/movie/sov/8674/annot/,,1963,1963,19000000,0.33,6270000.00
39,До востребования,,,https://www.kino-teatr.ru/kino/movie/euro/104053/annot/,Румыния,1961,1963,18100000,0.33,5973000.00
40,Маршрут 99,,,https://www.kino-teatr.ru/kino/movie/euro/104657/annot/,Венгрия,1961,1963,17800000,0.33,5874000.00
41,Утренние поезда,,,https://www.kino-teatr.ru/kino/movie/sov/7496/annot/,,1963,1963,17400000,0.33,5742000.00
42,Им покоряется небо,,,https://www.kino-teatr.ru/kino/movie/sov/2699/annot/,,1963,1963,17100000,0.33,5643000.00
43,"Улица Ньютона, дом 1",,,https://www.kino-teatr.ru/kino/movie/sov/7447/annot/,,1963,1963,17000000,0.33,5610000.00
44,Это была только шутка,,,https://www.kino-teatr.ru/kino/movie/euro/88998/annot/,Венгрия,1961,1963,16600000,0.33,5478000.00
45,Военная музыка,,,https://www.kino-teatr.ru/kino/movie/euro/18239/annot/,Венгрия,1961,1963,16300000,0.33,5379000.00
46,Козара,,,https://www.kino-teatr.ru/kino/movie/euro/21558/annot/,Югославия,1962,1963,16100000,0.33,5313000.00
47,Молчат только статуи,,,https://www.kino-teatr.ru/kino/movie/sov/3981/annot/,,1962,1963,16000000,0.33,5280000.00
48,Ты не сирота,,,https://www.kino-teatr.ru/kino/movie/sov/10652/annot/,,1962,1963,15500000,0.33,5115000.00
49,Любовь и мода,,,https://www.kino-teatr.ru/kino/movie/euro/83029/annot/,Югославия,1960,1963,15400000,0.33,5082000.00
50,Приходите завтра...,,,https://www.kino-teatr.ru/kino/movie/sov/5700/annot/,,1962,1963,15400000,0.33,5082000.00
51,Банда подлецов,,,https://www.kino-teatr.ru/kino/movie/euro/60127/annot/,Италия,1962,1963,15200000,0.33,5016000.00
52,У французских каминов,,,https://www.kino-teatr.ru/kino/movie/euro/84802/annot/,ГДР,1963,1963,15000000,0.33,4950000.00
53,Когда разводят мосты,,,https://www.kino-teatr.ru/kino/movie/sov/3052/annot/,,1962,1963,15000000,0.33,4950000.00
54,Шестнадцатая весна,,,https://www.kino-teatr.ru/kino/movie/sov/8580/annot/,,1962,1963,14900000,0.33,4917000.00
55,Афера в казино,,,https://www.kino-teatr.ru/kino/movie/euro/83550/annot/,ГДР,1957,1963,14800000,0.33,4884000.00
56,Цепная реакция,,,https://www.kino-teatr.ru/kino/movie/sov/7713/annot/,,1962,1963,14800000,0.33,4884000.00
57,Перекрёсток,,,https://www.kino-teatr.ru/kino/movie/sov/8553/annot/,,1962,1963,14700000,0.33,4851000.00
58,Большие и маленькие,,,https://www.kino-teatr.ru/kino/movie/sov/605/annot/,,1963,1963,14700000,0.33,4851000.00
59,Армагеддон,,,https://www.kino-teatr.ru/kino/movie/sov/291/annot/,,1962,1963,14500000,0.33,4785000.00
60,Королевство кривых зеркал,,,https://www.kino-teatr.ru/kino/movie/sov/3180/annot/,,1963,1963,14400000,0.33,4752000.00
61,Я буду танцевать,,,https://www.kino-teatr.ru/kino/movie/sov/8350/annot/,,1962,1963,14200000,0.33,4686000.00
62,Конец света,,,https://www.kino-teatr.ru/kino/movie/sov/3145/annot/,,1962,1963,14100000,0.33,4653000.00
63,Вступление,,,https://www.kino-teatr.ru/kino/movie/sov/1266/annot/,,1962,1963,14100000,0.33,4653000.00
64,Если позовёт товарищ,,,https://www.kino-teatr.ru/kino/movie/sov/13524/annot/,,1962,1963,14000000,0.33,4620000.00
65,Трус,,,https://www.kino-teatr.ru/kino/movie/euro/9812/annot/,Чехословакия,1962,1963,13800000,0.33,4554000.00
66,У твоего порога,,,https://www.kino-teatr.ru/kino/movie/sov/7373/annot/,,1962,1963,13600000,0.33,4488000.00
67,Иоланта,,,https://www.kino-teatr.ru/kino/movie/sov/2728/annot/,,1963,1963,13600000,0.33,4488000.00
68,Без страха и упрёка,,,https://www.kino-teatr.ru/kino/movie/sov/439/annot/,,1962,1963,13100000,0.33,4323000.00
69,Барон Мюнхгаузен,,,https://www.kino-teatr.ru/kino/movie/euro/83555/annot/,Чехословакия,1961,1963,12900000,0.33,4257000.00
70,Женщины Востока,,,https://www.kino-teatr.ru/kino/movie/euro/98870/annot/,Италия,1960,1963,12800000,0.33,4224000.00
71,Мечте навстречу,,,https://www.kino-teatr.ru/kino/movie/sov/3870/annot/,,1963,1963,12700000,0.33,4191000.00
72,Я купил папу,,,https://www.kino-teatr.ru/kino/movie/sov/8174/annot/,,1962,1963,12700000,0.33,4191000.00
73,Медальон с тремя сердцами,,,https://www.kino-teatr.ru/kino/movie/euro/61930/annot/,Югославия,1962,1963,12600000,0.33,4158000.00
74,Оправдан за недостаточностью улик,,,https://www.kino-teatr.ru/kino/movie/euro/133957/annot/,ГДР,1962,1963,12400000,0.33,4092000.00
75,Журналист из Рима,,,https://www.kino-teatr.ru/kino/movie/euro/23943/annot/,Италия,1961,1963,12300000,0.33,4059000.00
76,Третья ракета,,,https://www.kino-teatr.ru/kino/movie/sov/9095/annot/,,1963,1963,12300000,0.33,4059000.00
77,"Здравствуй, Гнат",,,https://www.kino-teatr.ru/kino/movie/sov/2454/annot/,,1962,1963,12200000,0.33,4026000.00
78,"Будь счастлива, Ани!",,,https://www.kino-teatr.ru/kino/movie/euro/78838/annot/,Болгария,1960,1963,12100000,0.33,3993000.00
79,"Я, бабушка, Илико и Илларион",,,https://www.kino-teatr.ru/kino/movie/sov/9158/annot/,,1962,1963,12000000,0.33,3960000.00
80,Конец «Никотианы»,,,https://www.kino-teatr.ru/kino/movie/euro/79884/annot/,Болгария,1962,1963,11700000,0.33,3861000.00
81,Конец и начало,,,https://www.kino-teatr.ru/kino/movie/sov/3140/annot/,,1963,1963,11700000,0.33,3861000.00
82,Танцы в субботу,,,https://www.kino-teatr.ru/kino/movie/euro/89875/annot/,ГДР,1961,1963,11500000,0.33,3795000.00
83,Случай в Даш-Кале,,,https://www.kino-teatr.ru/kino/movie/sov/10150/annot/,,1963,1963,11500000,0.33,3795000.00
84,Завтрашние заботы,,,https://www.kino-teatr.ru/kino/movie/sov/8373/annot/,,1962,1963,11400000,0.33,3762000.00
85,За супружество - тройка,,,https://www.kino-teatr.ru/kino/movie/euro/93454/annot/,Венгрия,1961,1963,11300000,0.33,3729000.00
86,"Мы, двое мужчин",,,https://www.kino-teatr.ru/kino/movie/sov/4130/annot/,,1962,1963,11300000,0.33,3729000.00
87,Половодье,,,https://www.kino-teatr.ru/kino/movie/sov/5371/annot/,,1962,1963,11000000,0.33,3630000.00
88,Под подозрением,,,https://www.kino-teatr.ru/kino/movie/euro/104786/annot/,Югославия,1956,1963,10800000,0.33,3564000.00
89,Два шага до ошибки,,,https://www.kino-teatr.ru/kino/movie/euro/85069/annot/,ГДР,1962,1963,10700000,0.33,3531000.00
90,Под одной крышей,,,https://www.kino-teatr.ru/kino/movie/sov/9691/annot/,,1962,1963,10300000,0.33,3399000.00
91,Ребёнок в доме,,,https://www.kino-teatr.ru/kino/movie/euro/91325/annot/,Великобритания,1956,1963,10200000,0.33,3366000.00
92,Королевские дети,,,https://www.kino-teatr.ru/kino/movie/euro/87600/annot/,ГДР,1962,1963,10100000,0.33,3333000.00
93,Приговор,,,https://www.kino-teatr.ru/kino/movie/euro/80624/annot/,Польша,1961,1963,10100000,0.33,3333000.00
94,Полустанок,,,https://www.kino-teatr.ru/kino/movie/sov/5384/annot/,,1963,1963,10000000,0.33,3300000.00
95,Пожнёшь бурю,,,https://www.kino-teatr.ru/kino/movie/hollywood/60106/annot/,США,1960,1963,9700000,0.33,3201000.00
96,Дьявольская западня,,,https://www.kino-teatr.ru/kino/movie/euro/97637/annot/,Чехословакия,1961,1963,9500000,0.33,3135000.00
97,Каролина Риекская,,,https://www.kino-teatr.ru/kino/movie/euro/97638/annot/,Великобритания,1961,1963,9200000,0.33,3036000.00
98,Улицы помнят,,,https://www.kino-teatr.ru/kino/movie/euro/87475/annot/,Румыния,1961,1963,9100000,0.33,3003000.00
99,День и час,,,https://www.kino-teatr.ru/kino/movie/euro/41655/annot/,Италия,1962,1963,9100000,0.33,3003000.00
100,"И в шутку, и всерьёз...",,,https://www.kino-teatr.ru/kino/movie/sov/11947/annot/,,1963,1963,9100000,0.33,3003000.00
101,Великая опора,,,https://www.kino-teatr.ru/kino/movie/sov/9368/annot/,,1962,1963,8900000,0.33,2937000.00
102,Сентиментальная повесть,,,https://www.kino-teatr.ru/kino/movie/euro/23764/annot/,Румыния,1961,1963,8800000,0.33,2904000.00
103,Дом на две улицы,,,https://www.kino-teatr.ru/kino/movie/euro/79740/annot/,Болгария,1960,1963,8600000,0.33,2838000.00
104,Пароль «Виктория»,,,https://www.kino-teatr.ru/kino/movie/euro/79345/annot/,Италия,1961,1963,8400000,0.33,2772000.00
105,Царская милость,,,https://www.kino-teatr.ru/kino/movie/euro/89510/annot/,Болгария,1962,1963,8300000,0.33,2739000.00
106,Это случилось в сочельник,,,https://www.kino-teatr.ru/kino/movie/euro/89010/annot/,ГДР,1962,1963,8300000,0.33,2739000.00
107,Сколько слов нужно для любви?,,,https://www.kino-teatr.ru/kino/movie/euro/90642/annot/,Чехословакия,1961,1963,8300000,0.33,2739000.00
108,Следующего выпуска не будет,,,https://www.kino-teatr.ru/kino/movie/euro/90677/annot/,Югославия,1962,1963,7900000,0.33,2607000.00
109,Теперь пусть уходит,,,https://www.kino-teatr.ru/kino/movie/sov/7128/annot/,,1963,1963,7700000,0.33,2541000.00
110,Дорога на Запад,,,https://www.kino-teatr.ru/kino/movie/euro/94282/annot/,Польша,1961,1963,7600000,0.33,2508000.00
111,Небо без решёток,,,https://www.kino-teatr.ru/kino/movie/euro/84911/annot/,Румыния,1962,1963,7600000,0.33,2508000.00
112,Смерть на острове сахарного тростника,,,https://www.kino-teatr.ru/kino/movie/euro/90376/annot/,Чехословакия,1961,1963,7400000,0.33,2442000.00
113,...И твоя любовь тоже,,,https://www.kino-teatr.ru/kino/movie/euro/80875/annot/,ГДР,1962,1963,7300000,0.33,2409000.00
114,Незабываемая весна,,,https://www.kino-teatr.ru/kino/movie/euro/89645/annot/,Польша,1961,1963,7300000,0.33,2409000.00
115,Тишины не будет,,,https://www.kino-teatr.ru/kino/movie/sov/9830/annot/,,1962,1963,7200000,0.33,2376000.00
116,Жизнь и приключения Николаса Никльби,,,https://www.kino-teatr.ru/kino/movie/euro/98880/annot/,Великобритания,1946,1963,7000000,0.33,2310000.00
117,Сон капитана Лоя,,,https://www.kino-teatr.ru/kino/movie/euro/84799/annot/,ГДР,1961,1963,7000000,0.33,2310000.00
118,Человек первого века,,,https://www.kino-teatr.ru/kino/movie/euro/55234/annot/,Чехословакия,1961,1963,6900000,0.33,2277000.00
119,Капроновые сети,,,https://www.kino-teatr.ru/kino/movie/sov/2916/annot/,,1962,1963,6800000,0.33,2244000.00
120,Спасибо за весну,,,https://www.kino-teatr.ru/kino/movie/sov/8511/annot/,,1961,1963,6700000,0.33,2211000.00
121,Зной,,,https://www.kino-teatr.ru/kino/movie/sov/2522/annot/,,1962,1963,6700000,0.33,2211000.00
122,Охота за сапогом,,,https://www.kino-teatr.ru/kino/movie/euro/133946/annot/,ГДР,1962,1963,6200000,0.33,2046000.00
123,Солнце и тень,,,https://www.kino-teatr.ru/kino/movie/euro/79434/annot/,Болгария,1962,1963,5900000,0.33,1947000.00
124,Эшелон из рая,,,https://www.kino-teatr.ru/kino/movie/euro/89043/annot/,Чехословакия,1962,1963,5400000,0.33,1782000.00
125,Вечеринка,,,https://www.kino-teatr.ru/kino/movie/euro/80110/annot/,Югославия,1960,1963,5400000,0.33,1782000.00
126,Господин учитель Ганнибал,,,https://www.kino-teatr.ru/kino/movie/euro/79387/annot/,Венгрия,1956,1963,5300000,0.33,1749000.00
127,Раскрытая явка,,,https://www.kino-teatr.ru/kino/movie/euro/91833/annot/,Польша,1962,1963,5200000,0.33,1716000.00
128,Цветок на камне,,,https://www.kino-teatr.ru/kino/movie/sov/7687/annot/,,1962,1963,5200000,0.33,1716000.00
129,Бунтарь,,,https://www.kino-teatr.ru/kino/movie/euro/45680/annot/,Италия,1961,1963,5100000,0.33,1683000.00
130,Лето виновато во всём,,,https://www.kino-teatr.ru/kino/movie/euro/84476/annot/,Югославия,1961,1963,4800000,0.33,1584000.00
131,Нарушитель границы,,,https://www.kino-teatr.ru/kino/movie/euro/133945/annot/,Германия,1962,1963,4700000,0.33,1551000.00
132,Каникулы,,,https://www.kino-teatr.ru/kino/movie/sov/13860/annot/,,1962,1963,4500000,0.33,1485000.00
133,Маленькие мечтатели (киноальманах),,,https://www.kino-teatr.ru/kino/movie/sov/12345/annot/,,1962,1963,4400000,0.33,1452000.00
134,Рассказы в поезде,,,https://www.kino-teatr.ru/kino/movie/euro/45911/annot/,Венгрия,1962,1963,4100000,0.33,1353000.00
135,Твои следы,,,https://www.kino-teatr.ru/kino/movie/sov/14814/annot/,,1963,1963,4100000,0.33,1353000.00
136,Последний хлеб,,,https://www.kino-teatr.ru/kino/movie/sov/8868/annot/,,1963,1963,4000000,0.33,1320000.00
137,Слепая птица,,,https://www.kino-teatr.ru/kino/movie/sov/8782/annot/,,1963,1963,4000000,0.33,1320000.00
138,Выстрел на Калимантане,,,https://www.kino-teatr.ru/kino/movie/euro/84926/annot/,Индонезия,1962,1963,3900000,0.33,1287000.00
139,Компаньерос,,,https://www.kino-teatr.ru/kino/movie/sov/88872/annot/,,1962,1963,3800000,0.33,1254000.00
140,Приговорённый к смерти бежал,,,https://www.kino-teatr.ru/kino/movie/euro/30090/annot/,Франция,1956,1963,3400000,0.33,1122000.00
141,Морская тропа,,,https://www.kino-teatr.ru/kino/movie/sov/8335/annot/,,1962,1963,3300000,0.33,1089000.00
142,Вакантное место,,,https://www.kino-teatr.ru/kino/movie/euro/75278/annot/,Италия,1961,1963,2800000,0.33,924000.00
143,Чёрный Прим,,,https://www.kino-teatr.ru/kino/movie/euro/89199/annot/,Чехословакия,1961,1963,2100000,0.33,693000.00
1,Живые и мёртвые,,,https://www.kino-teatr.ru/kino/movie/sov/2237/annot/,,1963,1964,40900000,0.34,13906000.00
2,Государственный преступник,,,https://www.kino-teatr.ru/kino/movie/sov/1495/annot/,,1964,1964,39400000,0.34,13396000.00
3,"Кто вы, доктор Зорге?",,,https://www.kino-teatr.ru/kino/movie/euro/47589/annot/,ФРГ,1961,1964,39000000,0.34,13260000.00
4,Родная кровь,,,https://www.kino-teatr.ru/kino/movie/sov/6029/annot/,,1963,1964,34900000,0.34,11866000.00
5,Председатель,,,https://www.kino-teatr.ru/kino/movie/sov/5576/annot/,,1964,1964,32600000,0.34,11084000.00
6,Сотрудник ЧК,,,https://www.kino-teatr.ru/kino/movie/sov/6681/annot/,,1963,1964,32100000,0.34,10914000.00
7,Донская повесть,,,https://www.kino-teatr.ru/kino/movie/sov/1977/annot/,,1964,1964,31800000,0.34,10812000.00
8,Тишина,,,https://www.kino-teatr.ru/kino/movie/sov/7163/annot/,,1963,1964,30000000,0.34,10200000.00
9,Выстрел в тумане,,,https://www.kino-teatr.ru/kino/movie/sov/1312/annot/,,1963,1964,28600000,0.34,9724000.00
10,Развод по-итальянски,,,https://www.kino-teatr.ru/kino/movie/euro/30651/annot/,Италия,1961,1964,27800000,0.34,9452000.00
11,День счастья,,,https://www.kino-teatr.ru/kino/movie/sov/1760/annot/,,1963,1964,27600000,0.34,9384000.00
12,Живёт такой парень,,,https://www.kino-teatr.ru/kino/movie/sov/2229/annot/,,1964,1964,27000000,0.34,9180000.00
13,Смерть зовется Энгельхен,,,https://www.kino-teatr.ru/kino/movie/euro/61494/annot/,Чехословакия,1963,1964,26700000,0.34,9078000.00
14,Железная маска,,,https://www.kino-teatr.ru/kino/movie/euro/30550/annot/,Италия,1962,1964,26700000,0.34,9078000.00
15,Барабаны судьбы,,,https://www.kino-teatr.ru/kino/movie/euro/83554/annot/,Великобритания,1960,1964,24900000,0.34,8466000.00
16,Первый троллейбус,,,https://www.kino-teatr.ru/kino/movie/sov/5048/annot/,,1963,1964,24600000,0.34,8364000.00
17,Лёгкая жизнь,,,https://www.kino-teatr.ru/kino/movie/sov/3419/annot/,,1964,1964,24600000,0.34,8364000.00
18,Люди не всё знают,,,https://www.kino-teatr.ru/kino/movie/sov/9036/annot/,,1963,1964,21100000,0.34,7174000.00
19,Гамлет,,,https://www.kino-teatr.ru/kino/movie/sov/1326/annot/,,1964,1964,20900000,0.34,7106000.00
20,Если ты прав...,,,https://www.kino-teatr.ru/kino/movie/sov/2127/annot/,,1963,1964,20700000,0.34,7038000.00
21,Большой фитиль (киноальманах),,,https://www.kino-teatr.ru/kino/movie/sov/81429/annot/,,1963,1964,20500000,0.34,6970000.00
22,Жил-был мошенник,,,https://www.kino-teatr.ru/kino/movie/euro/48045/annot/,Великобритания,1960,1964,20300000,0.34,6902000.00
23,Горные мстители,,,https://www.kino-teatr.ru/kino/movie/euro/28129/annot/,Чехословакия,1963,1964,20200000,0.34,6868000.00
24,Сказка о потерянном времени,,,https://www.kino-teatr.ru/kino/movie/sov/6464/annot/,,1964,1964,20000000,0.34,6800000.00
25,Я шагаю по Москве,,,https://www.kino-teatr.ru/kino/movie/sov/8201/annot/,,1963,1964,20000000,0.34,6800000.00
26,Армия «Трясогузки»,,,https://www.kino-teatr.ru/kino/movie/sov/292/annot/,,1964,1964,18700000,0.34,6358000.00
27,Страх,,,https://www.kino-teatr.ru/kino/movie/euro/89622/annot/,Чехословакия,1963,1964,17900000,0.34,6086000.00
28,Человек проходит сквозь стену,,,https://www.kino-teatr.ru/kino/movie/euro/32212/annot/,Западный Берлин,1959,1964,17600000,0.34,5984000.00
